（〇一）通用管理职位
108105,信息技术经理
108202,信息技术主管
108106,研发项目经理
108203,研发项目主管
109,生产制造
109101,生产总监
109102,生产部经理
109103,生产部副经理
109201,车间主任
109202,工段长
109203,安全主管
109204,安全员
109205,生产主管
109206,质量主管
109207,检验员
109208,生产调度人员
109209,生产计划人员
109210,质量控制人员
109211,物资设备主管
109212,设备维护人员
109213,仓库主管
109214,仓库保管工
109215,生产统计人员
109216,生产现场管理人员

（〇二）通用生产、服务技能职位
301001,包装工
301002,泵房工
301003,测试工
301004,铲车工
301005,抄表工
301006,车工
301007,冲压工
301008,电镀工
301009,电工
301010,电焊工
301011,电切削工
301012,电梯操作工
301013,锻造工
301014,辅助工
301015,工具钳工
301017,焊工
301018,机修工
301019,机修钳工
301020,挤压工
301021,计量员
301022,加工中心操作工
301023,剪切工
301024,检验工
301025,锯床工
301026,冷处理工
301027,冷焊工
301028,钣金工
301029,冷作工
301030,链工
301031,芦工
301032,模具制造工
301033,磨工
301034,磨具制造工
301035,木工
301036,刨、插工
301037,起重工
301038,钳工
301039,热处理工
301040,数控车工
301041,数控机床装调维修工
301042,水电工
301043,热力司炉工
301044,镗工
301045,涂装工
301046,维修电工
301048,铣工
301049,下料工
301050,线切割工
301051,镶嵌工
301052,压焊工
301053,压延工
301054,油漆工
301055,造型工
301056,制齿工
301057,制冷工
301058,制图工
301059,塑料注塑工
301060,铸造工
301061,装裱工
301062,装配工
301063,装配钳工
301064,装卸工
301065,钻床工
301066,钻工
301067,镀锌工
301068,数控铣工
301069,吸收工
301070,彩涂工
301071,金属喷涂工
301072,镶贴工
301073,设备点检员
302001,中央空调工
302002,绿化工
302003,锁匠
302004,勤杂工
302005,汽车驾驶员
302008,保卫人员
302009,保洁员
302010,保绿员
302011,中央空调系统操作员

（一）农林牧渔业
210001,土壤肥料技术人员
210002,植物保护技术人员
210003,经济林和林特产品加工技术员
210004,森林资源管理与监测技术人员
210005,水产养殖工程技术人员
210006,渔业资源开发利用技术人员
210007,兽医
210008,兽药技术人员
210009,畜牧技术人员
210010,草业技术人员
310001,农艺工
310002,啤酒花生产工
310003,作物种子繁育工
310004,农作物植保工
310005,农业实验工
310006,农情测报员
310007,蔬菜工
310008,果、茶、桑园艺工
310009,菌类园艺工
310010,其他园艺作物生产人员
310011,中药材种植员
310012,中药材养殖员
310013,中药材生产管理员
310014,棉花加工工
310015,果类产品加工工
310016,茶叶加工工
310017,蔬菜加工工
310018,特种植物原料加工工
310019,野生动物保护员
310020,野生植物保护员
310021,自然保护区巡护监测员
310022,标本员
310023,家畜饲养工
310024,家畜繁殖工
310025,家禽饲养工
310026,家禽繁殖工
310027,蜜蜂饲养工
310028,蜂产品加工工
310029,实验动物饲养工
310030,动物疫病防治员
310031,兽医化验员
310032,动物检疫检验员
310033,草地监护员
310034,河道修防工
310035,混凝土维修工
310036,土石维修工
310037,水工检测工
310038,建（构）筑物防治工
310039,灌排工程工
310040,渠道维护工
310041,灌区供水工
310042,灌溉试验工
310043,水土保持防治工
310044,水土保持测试工
310045,水土保持勘测工
310046,水文勘测工
310047,水文勘测船工
310048,拖拉机驾驶员
310049,联合收割机驾驶员
310050,农用运输车驾驶员
310051,沼气生产工
310052,农村节能员
310053,农用太阳能设施工
310054,生物质能设备工
310055,园艺技术人员
310056,花卉园艺工
310057,林木种苗工
310058,造林更新工
310059,抚育采伐工
310060,营林试验工
310061,其他营造林人员
310062,护林员
310063,森林病虫害防治员
310064,其他森林资源管护人员
310065,木材采伐工
310066,集材作业工
310067,木材水运工
310068,装卸归楞工
310069,牧草工
310070,草坪建植工
310071,水生动物苗种繁育工
310072,水生植物苗种培育工
310073,水生动物饲养工
310074,水生植物栽培工
310075,珍珠养殖工
310076,生物饵料培养工
310077,水产养殖人员
310078,水产捕捞工
310079,渔船驾驶员
310080,水生动植物采集工
310081,渔网具装配工
310082,水产品原料处理工
310083,水产品腌熏烤制工
310084,鱼糜及鱼糜制品加工工
310085,鱼粉加工工
310086,鱼肝油及制品加工工
310087,海藻制碘工
310088,海藻制醇工
310089,海藻制胶工
310090,海藻食品加工工
310091,贝类净化工
310092,渔船轮机员
310093,瓜果栽培工

（二）采矿业
211001,地质勘探工程技术人员
211002,大地测量工程技术人员
211003,工程测量工程技术人员
211004,摄影测量与遥感工程技术人员
211005,海洋测绘工程技术人员
211006,采矿工程技术人员
211007,选矿与矿物加工工程技术人员
211008,石油开采工程技术人员
211009,石油储运工程技术人员
311001,钻探工
311002,坑探工
311003,物理性能检验工
311004,采样工
311005,水文地质工
311006,海洋地质取样工
311007,海洋土质试验工
311008,碎样工
311009,磨片工
311010,淘洗工
311011,劈岩与保管工
311012,大地测量工
311013,摄影测量工
311014,地图制图工
311015,工程测量工
311016,地籍测绘工
311017,钻孔机司机
311018,井筒冻结工
311019,井架安装工
311020,钻井工
311021,固井工
311022,平台水手
311023,水下设备操作工
311024,其他钻井人员
311025,油、气井测试工
311026,采油工
311027,采气工
311028,井下作业工
311029,天然气净化工
311030,油气输送工
311031,油气管道保护工
311032,物理金相试验工

（三）农副食品加工
212001,制糖技术人员
212002,制油技术人员
212003,饲料加工技术人员
212004,蔬菜加工技术人员
212005,水果制品加工技术人员
212006,坚果加工技术人员
212007,肉制品加工技术人员
212008,水产品加工技术人员
212009,鱼油制品加工技术人员
212010,淀粉制品加工技术人员
212011,豆制品加工技术人员
212012,蛋品加工技术人员
312001,制糖工
312002,制油浸出工
312003,饲料加工工
312004,谷物磨制工
312005,屠宰工
312006,屠宰加工工
312008,水果制品加工工
312009,坚果加工工
312010,肉制品加工工
312012,鱼油制品加工工
312013,淀粉制品加工工
312014,豆制品加工工
312015,蛋品加工工
312016,酿酒工
312017,酿造工

（四）食品饮料
213001,糕点、面包制造技术人员
213002,焙烤食品制造技术人员
213003,糖果、巧克力制造技术人员
213004,蜜饯制作技术人员
213005,米、面制造技术人员
213006,速冻食品制造技术人员
213007,方便面及其他方便食品制造技术人员
213008,乳制品制造技术人员
213009,罐头制造技术人员
213010,味精生产技术人员
213011,酱油制造技术人员
213012,食醋制造技术人员
213013,保健食品制造技术人员
213014,冷冻饮品及实用冰制造技术人员
213015,制盐技术人员
213016,食品及饲料添加剂制造技术人员
213017,酒精制造技术人员
213018,白酒制造技术人员
213019,啤酒制造技术人员
213020,黄酒制造技术人员
213021,葡萄酒制造技术人员
213022,碳酸饮料制造技术人员
213023,瓶（罐）装饮用水制造技术人员
213024,果菜汁及果菜汁饮料制造技术人员
213025,含乳饮料制造技术人员
213026,植物蛋白饮料制造技术人员
213027,固体饮料制造技术人员
213028,茶饮料及其他软饮料制造技术人员
213029,精致茶制造技术人员
313001,糕点.面包烘焙工
313002,糕点装饰工
313003,焙烤食品制造工
313004,蜜饯制作工
313005,食糖制造工
313006,糖果制造工
313007,巧克力制造工
313008,糖果包装工
313009,制粉工
313010,制米工
313011,制油工
313012,速冻食品制造工
313013,方便面及其他方便食品制造工
313014,乳品预处理工
313015,乳品加工工
313016,熏蒸工
313017,罐头制造工
313018,味精生产工
313019,酱油制造工
313020,食醋制造工
313021,酱腌菜制作工
313022,保健食品制造工
313023,冷食品制作工
313024,冷冻饮品及实用冰制造工
313025,制盐工
313026,食品及饲料添加剂制造工
313027,酒精制造工
313028,白酒制造工
313029,啤酒制造工
313030,黄酒制造工
313031,葡萄酒制造工
313032,酶制剂制造工
313033,碳酸饮料制造工
313034,柠檬酸制造工
313035,瓶（罐）装饮用水制造工
313036,果菜汁及果菜汁饮料制造工
313037,含乳饮料制造工
313038,植物蛋白饮料制造工
313039,固体饮料制造工
313040,茶饮料及其他软饮料制造工
313041,精致茶制造工
313042,食品检验工
313043,食品包装工
313044,米面主食制作工

（五）烟草
214001,烟叶复烤技术人员
214002,卷烟制造技术人员
314001,烟叶调制工
314002,烟叶分级工
314003,挂杆复烤工
314004,打叶复烤工
314005,烟叶回潮工
314006,烟叶发酵工
314007,烟叶制丝工
314008,膨胀烟丝工
314009,白肋烟处理工
314010,烟草薄片工
314011,卷烟卷接工
314012,烟用二醋片制造工
314013,烟用丝束制造工
314014,滤棒工

（六）纺织、服装、鞋、帽、皮革、毛皮、羽毛及其制品
215001,纺纱工程技术人员
215002,织造工程技术人员
215003,染整工程技术人员
215004,服装设计师
215005,服装制板师
215006,皮鞋设计人员
315001,纤维验配工
315002,纤维预处理工
315003,开清棉工
315004,纤维染色工
315005,加湿软麻工
315006,选剥煮茧工
315007,纤维梳理工
315008,并条工
315009,粗纱工
315010,绢纺精炼工
315011,细纱工
315012,筒并摇工
315013,捻线工
315014,制网工
315015,制线工
315016,缫丝工
315017,整经工
315018,浆纱工
315019,穿经工
315020,织布工
315021,纺织一岗操作工
315022,纺织二岗操作工
315023,纺织三岗操作工
315024,纺织四、五岗操作工
315025,织物验修工
315026,意匠纹版工
315027,纬编工
315028,经编工
315029,横机工
315030,织袜工
315031,铸、钳针工
315032,坯布检查处理工
315033,印染烧毛工
315034,煮炼漂工
315035,印染洗涤工
315036,印染烘干工
315037,印染丝光工
315038,印染定型工
315039,纺织针织染色工
315040,印花工
315041,印染雕刻制版工
315042,印染后整理工
315043,印染成品定等装潢工
315044,印染染化料配制工
315045,工艺染织制作工
315046,裁剪工
315047,缝纫工
315048,缝纫品整型工
315049,裁缝
315050,剧装工
315051,制帽工
315052,皮革加工工
315053,毛皮加工工
315054,缝纫制品充填处理工
315055,胶制服装上胶工
315056,服装水冼工
315057,服装制作工
315058,印染工
315059,制鞋工
315060,纺织设备保全工

（七）木（竹、滕等）材、造纸纸浆制品
216001,木、竹材加工工程技术人员
316001,木材干燥工
316002,竹工
316003,胶合板工
316004,纤维板工
316005,刨花板工
316006,人造板制胶工
316007,装饰层压板工
316008,人造板饰面工
316009,手工木工
316010,机械木工
316011,精细木工
316012,竹制品制造工
316013,腾制品制造工
316014,棕制品制造工
316015,草制品制造工
316016,竹、藤、麻、棕、草制品加工工
316017,机加工
316018,断料工
316019,元锯工
316020,拼装工
316021,砂光工
316022,元眼工
316023,排钻工
316024,平刨工
316025,压刨工
316026,压床工
316027,油比涂饰
316028,调色工
316029,打毛刷工
316030,擦色工
316031,修色工
316032,打磨工
316033,喷化工
316034,制浆备料工
316035,制浆工
316036,制浆设备操作工
316037,制浆废液回收利用工
316038,造纸工
316039,纸张整饰工
316040,宣纸书画纸制作工
316041,瓦楞纸箱制作工
316042,瓦楞纸机操作工
316043,纸盒制作工
316044,纸管机操作工
316045,纸制品制作工
316046,纸盒成型工

（八）印刷
217001,印前设计员
217002,印刷工程技术人员
317001,商业轮转机机长
317002,高速多色平张机机长
317003,单色机长
317004,双色机长
317005,全张BB机机长
317006,对开BB机机长
317007,书刊卷筒胶轮机机长
317008,纸张管理员
317009,货车驾驶员B
317011,折页机机长
317012,配页工
317013,计算机文字录入处理员
317014,锁线机机长
317015,图文扫描工
317016,平装混合工
317017,图文制作工制版
317018,精装工
317019,手工拼.晒版工
317020,做壳烫金工
317021,CTP.CTF数字化打样工
317022,成品整理工
317023,复膜工
317024,切纸工
317025,凹版制版工
317026,平版制版工
317027,珂罗版印刷工
317028,孔版印刷工
317029,孔版制版工
317030,盲文印制工
317031,木刻水印工
317032,平版印刷工
317033,平版晒版工
317034,平版打样工
317035,装订工
317036,凸版制版工
317037,印品整饰工
317038,包装印刷制作工
317039,电脑照排工
317040,复印工
317041,胶印机长
317042,轮转机胶印员
317043,平板印刷工
317044,凸版印刷工
317045,凹版印刷工
317046,软管印刷工
317047,晒图工
317048,印后制作工
317049,印前制作员（师）
317050,印刷操作工
317051,行字工
317052,柔性版印刷工
317053,印刷机械维修工
317054,电子图像处理工

（九）文教体育用品制造
318001,墨制作工
318002,墨汁制造工
318003,墨水制造工
318004,绘图仪器制作工
318005,静电复印机消耗材料制造工
318006,毛笔制作工
318007,自来水笔制作工
318008,圆珠笔制作工
318009,铅笔制造工
318010,印泥制作工
318011,制球工
318012,球拍、球网制作工
318013,健身器材制作工
318014,钢琴及键盘乐器制作工
318015,提琴制作工
318016,管乐器制作工
318017,民族拉弦、弹拨乐器制作工
318018,吹奏乐器制作工
318019,打击乐器制作工
318020,电声乐器制作工

（十）石油加工、炼焦及核燃料加工
219001,化工实验工程技术人员
219002,化工设计工程技术人员
219003,化工生产工程技术人员
319001,燃料油生产工
319002,润滑油、脂生产工
319003,石油产品精制工
319004,燃气储运工
319005,化工原料准备工
319006,压缩机工
319007,油加热工
319010,化工总控工
319011,油制气工
319012,芳烃操作工
319013,化学分析工
319014,化工生产运行员
319015,化工防腐蚀工
319016,化学操作工
319017,化学水处理工
319020,脂肪烃生产工
319021,环烃生产工
319022,丙烯腈丁二烯苯乙烯共聚物ABS生产工
319023,顺丁橡胶生产工
319024,丁苯橡胶生产工
319025,化妆品操作工
319026,烃类衍生物生产工
319028,催化剂制造工
319029,常减压操作工
319030,溶脱操作工
319031,催化操作工
319032,气分操作工
319033,中压加氢操作
319034,航煤临氢脱硫醇操作
319035,柴油加氢操作工
319036,延迟焦化操作
319037,切焦工
319038,气柜回收操作工
319039,加氢操作工
319040,煤油加氢操作
319041,加氢裂化操作
319042,加热面工
319043,制氢操作
319044,重整操作
319045,硫磺回收操作工
319046,酸性水操作
319047,硫磺包装工
319048,炼油值班长
319049,甲基叔丁基醚操作
319050,芳烃抽提操作
319051,歧化异构操作
319052,吸附分离操作工
319053,裂解操作工
319054,分离操作工
319055,丁二烯操作
319056,低温乙烯操作工
319057,乙醛操作工
319058,醋酸操作工
319059,醋酸乙酯操作工
319060,丙烯腈操作工
319061,硫铵工
319062,羟基乙腈操作工
319063,羟基乙腈灌装工
319064,丙烯酰胺操作工
319065,氰化钠操作工
319066,乙二醇操作
319067,环氧乙烷灌装操作
319068,聚乙烯醇包装
319069,聚乙烯醇操作工
319070,甲醛制造工
319071,聚乙烯操作工
319072,PTA操作工
319073,TA操作工
319074,化工塑料值班长
319075,脱酚工
319076,化工检修电工
319077,化工检修焊工
319078,化工检修钳工
319079,化工仪表维修工
319080,化产泵工
319081,冷凝鼓风工

（十一）化学原料及化学制品制造
320001,备煤筛焦工
320002,焦炉调温工
320003,煤制气工
320004,焦炉机车司机
320005,煤气调压工
320006,气体净化工
320007,过滤工
320008,蒸发工
320009,蒸镏工
320010,萃取工
320011,吸附工
320012,干燥工
320013,结晶工
320014,造粒工
320015,防腐蚀工
320016,化工工艺试验工
320017,高压聚乙烯操作工
320018,炼胶工
320019,混炼工
320020,硫化工
320021,清洗腐蚀工
320022,湿法纺纺丝操作工
320023,橡胶制品生产工
320024,外胎成型工
320025,树脂炼制工
320026,橡胶硫化工
320027,橡胶炼胶工
320028,橡胶素炼工
320030,合成氨生产工
320031,硝酸铵生产工
320032,碳酸氢铵生产工
320033,过磷酸钙生产工
320034,复合磷肥生产工
320035,钙镁磷肥生产工
320036,硝酸生产工
320037,盐酸生产工
320038,纯碱生产工
320039,烧碱生产工
320040,氟化盐生产工
320041,无机反应工
320042,高频等离子工
320043,工业气体液化工
320044,炭黑制造工
320045,二硫化碳制造工
320046,聚丙烯生产工
320047,聚苯乙烯生产工
320048,聚丁二烯生产工
320049,酚醛树脂生产工
320050,环氧树脂生产工
320051,乙丙橡胶生产工
320052,异戊橡胶生产工
320053,丁腈橡胶生产工
320054,轮胎生产工艺技术管理
320055,轮胎结构设计
320056,轮胎配方设计
320057,轮胎帘布压延工
320058,轮胎胎面压出工
320059,轮胎帘布裁断工
320060,轮胎钢丝圈制造工
320061,轮胎预成型工
320062,轮胎成型工
320063,轮胎贴合工
320064,轮胎硫化工
320065,轮胎检验工
320066,轮胎测试工
320067,化纤聚合工
320068,湿纺原液制造工
320069,纺丝工
320070,化纤后处理工
320071,纺丝凝固浴液配制工
320072,无纺布制造工
320073,化纤纺丝精密组件工
320074,合成革制造工
320075,有机合成工
320076,染料应用试验工
320077,研磨分散工
320078,研磨工
320079,催化剂试验工
320080,钢球研磨工
320081,制漆配色调制工
320082,溶剂制造工
320083,化学试剂制造工
320084,化工添加剂制造工
320085,感光材料制造工
320086,感光材料试验工
320087,暗盒制造工
320088,磁粉制造工
320089,磁记录材料制造工
320090,磁记录材料试验工
320091,感光鼓涂敷工
320092,制皂工
320093,甘油工
320094,脂肪酸工
320095,洗衣粉成型工
320096,合成洗涤剂制造工
320097,香料制造工
320098,香精配制工
320099,化妆品配制工
320100,牙膏制造工
320101,牙膏罐装工
320102,油墨制造工
320103,制胶工
320104,火柴制造工
320105,电子绝缘与介质材料制造工
320106,尿素生产工
320107,硫酸铵生产工
320108,氯化钾生产工
320109,微量元素混肥生产工
320110,硫酸生产工
320111,磷酸生产工
320112,缩聚磷酸盐生产工
320113,气体深冷分离工
320114,聚乙烯生产工
320115,聚氯乙烯生产工
320116,农药生物测试试验工
320117,染料标准工
320118,染料拼混工
320119,氯丁橡胶生产工
320120,涂料合成树脂工
320121,片基制造工
320122,废片、白银回收工
320123,单基火药制造工
320124,双基火药制造工
320125,多基火药制造工
320126,黑火药制造工
320127,混合火药制造工
320128,单质炸药制造工
320129,混合炸药制造工
320130,起爆药制造工
320131,含水炸药制造工
320132,松香工
320133,松节油制品工
320134,活性炭生产工
320135,栲胶生产工
320136,紫胶生产工
320137,栓皮制品工
320138,木材水解工
320139,树脂基复合材料工
320140,橡胶基复合材料工
320141,碳基复合材料工
320142,陶瓷基复合材料工
320143,复合固体推进剂成型工
320144,复合固体发动机装药工
320145,飞机复合材料制品工
320146,机械煤气发生炉工
320147,炼焦工
320148,制油精炼工
320149,重油制气工
320150,油泵油嘴装试工
320151,炼焦煤气炉工
320152,炉前工
320153,煤气户内检修工
320154,煤气化验工
320155,煤气炉工
320156,煤气输送工
320157,水煤气炉工
320158,液化石油气罐区运行工

（十二）医药制造
221001,医药技术工程人员
321001,化学合成制药工
321002,生化药品制造工
321003,发酵工程制药工
321004,疫苗制品工
321005,血液制品工
321006,基因工程产品工
321007,药物制剂工
321008,淀粉葡萄糖制造工
321009,中药炮炙工
321010,中药片剂工
321011,中药固体制剂工
321012,药品操作工
321013,药品生产制造工
321014,药物分析工
321015,片剂包衣工
321016,片剂压片工
321017,注射液调剂工
321018,水针剂灌封工
321019,原料药试验工
321020,蒸馏净化工
321021,药物检验工
321022,中药包装工
321023,中药保管员
321024,中药泛丸工
321025,中药塑丸工
321026,中药提取工
321027,中药调剂员

（十三）非金属矿物制品
222001,耐火材料工程技术人员
222002,碳素材料工程技术人员
222004,硅酸盐工程技术人员
222005,无机非金属新材料技术人员
222006,非金属矿及制品工程技术人员
322001,水泥生产制造工
322002,水泥熟料煅烧工
322003,水泥制品工
322004,水泥分析工
322005,石灰焙烧工
322006,砖、瓦生产工
322007,加气混凝土制品工
322008,纸面石膏板生产工
322009,石膏浮雕板工
322010,油毡生产工
322011,高分子防水卷材生产工
322012,沥青瓦生产工
322013,保温材料制造工
322014,吸音材料生产工
322015,珍珠岩制造工
322016,装饰石材生产工
322017,云母制品加工工
322018,石棉制品工
322019,高岭土制品工
322020,金刚石制品工
322021,人工合成晶体工
322022,耐火原料加工工
322023,耐火材料成型工
322024,耐火材料烧成工
322025,耐火制品浸油工
322026,耐火纤维制品工
322027,玻璃配料工
322028,玻璃熔化工
322029,玻璃制板及玻璃成型工
322030,玻璃加工工
322031,玻璃制品装饰加工工
322032,划片工
322033,玻璃纤维制品工
322034,镜片生产工
322035,玻璃钢制品工
322036,石英玻璃熔制工
322037,多晶管制取工
322038,陶瓷原料准备工
322039,陶瓷成型工
322040,陶瓷烧成工
322041,陶瓷装饰工
322042,匣体、模型制作工
322043,古建琉璃工
322044,搪瓷釉浆熔制工
322045,搪瓷坯体制作工
322046,搪瓷涂搪烧成工
322047,搪瓷花版饰花工
322048,玻璃安锫成型工
322049,玻璃陶瓷搪瓷生产工
322050,玻璃制品割磨烘工
322051,玻璃制品检验工
322052,灯工

（十四）金属冶炼及压延加工和金属制品
223001,冶炼工程技术人员
223002,轧制工程技术人员
223003,焦化工程技术人员
223004,金属材料工程技术人员
223007,冶金热能工程技术人员
323001,烧结球团原料工
323002,烧结工
323003,球团焙烧工
323004,烧结成品工
323005,高炉原料工
323006,高炉炉前工
323007,高炉运转工
323008,炼钢原料工
323009,平炉炼钢工
323010,转炉炼钢工
323011,电炉炼钢工
323012,炼钢浇铸工
323013,炼钢准备工
323014,整脱模工
323015,铁合金原料工
323016,铁合金电炉冶炼工
323017,铁合金焙烧工
323018,铁合金湿法冶炼工
323019,铁合金炉外法冶炼工
323020,钢丝绳制造工
323021,铸管备品工
323022,铸管工
323023,铸管精整工
323024,碳素煅烧工
323025,碳素成型工
323026,碳素焙烧工
323027,碳素浸渍工
323028,碳素石墨化工
323029,碳素石墨加工工
323030,碳素纤维工
323031,硬质合金混合料制备工
323032,硬质合金成型工
323033,硬质合金烧结工
323034,硬质合金精加工工
323035,冶炼风机工
323036,高纯金属冶炼工
323037,金属炼铁工
323038,金属冶炼工
323039,铁合金冶炼工
323040,金属扎制工
323041,炼钢工
323042,熔炼工
323043,铜电解工
323044,铜电解净汇工
323045,铜加工拉伸工
323046,铜加工热压延工
323047,铜加工熔铸工
323048,有色金属铸造工
323049,有色精扎工
323050,有色冷轧工
323051,粗铜冶炼工
323052,涤纶聚合操作工
323053,重冶备料工
323054,焙烧工
323055,火法冶炼工
323056,湿法冶炼工
323057,电解精炼工
323058,烟气制酸工
323059,氧化铝制取工
323060,铝电解工
323062,镁冶炼工
323063,硅冶炼工
323064,钨钼冶炼工
323065,钽铌冶炼工
323066,钛冶炼工
323067,稀土冶炼工
323068,贵金属冶炼工
323069,锂冶炼工
323070,半导体原料制备工
323071,多晶制取工
323072,轧制原料工
323073,金属轧制工
323074,酸洗工
323075,金属材涂层工
323076,金属材热处理工
323077,焊管工
323078,精整工
323079,金属材丝拉拔工
323080,金属挤压工
323081,铸轧工
323082,工具五金制作工
323083,建筑五金制品制作工
323084,制锁工
323085,铝制品制作工
323086,日用五金制品制作工
323087,轧钢工
323088,轧钢精整工
323089,筑炉工
323090,闸门运行工
323091,钢材热处理工
323092,炉外精炼工

（十五）通用设备、专用设备、电气器械及器材制造
224001,工业产品造型设计员(师)
224002,光电火控工程技术人员
224003,机械设计工程技术人员
224004,机械制造工程技术人员
224005,模具制作技术人员
224006,设备工程技术人员
224007,机密测量技术人员
224008,计量器具检定技术人员
224009,计量管理技术人员
224010,安全工程技术人员
224011,工业工程技术人员
224012,机电一体化技术人员
224014,标准化工程技术人员
224015,计量工程技术人员
224016,质量工程技术人员
224017,系统规划与管理工程技术人员
224018,设施规划与设计工程技术人员
224019,生产组织与管理工程技术人员
224020,质量管理可靠性控制技术人员
224021,产品设计工程技术人员
224022,测试工程技术人员
224023,包装设计制作人员
224024,工艺美术设计师
224025,工艺试验技术人员
324001,组合机床操作工
324002,数控机床维修工
324004,螺丝纹挤形工
324005,抛镀工
324006,抛磨光工
324007,拉床工
324008,拉丝工
324009,刃具扭制工
324011,弹性元件制造工
324012,金属热处理工
324013,粉末冶金制造工
324014,镀层工
324015,磨料制造工
324016,金属软管.波纹管工
324017,卫星光学冷加工工
324018,电焊条制造工
324020,真空干燥处理工
324021,氧化扩散工
324022,人造宝石制造工
324023,基础件装配工
324024,部件装配工
324025,汽轮机装配工
324026,内燃机装试工
324027,锅炉设备装配工
324028,内燃装卸机械修理工
324030,铁心叠装工
324031,绝缘制品件装配工
324032,线圈绕制工
324033,绝缘处理浸渍工
324034,变压器、互感器装配工
324035,高低压电器装配工
324036,电焊机装配工
324037,电炉装配工
324038,电线电缆制造工
324039,功能膜工
324040,电渗析器工
324041,医疗器械装配工
324042,假肢制作装配工
324043,矫形器制作装配工
324050,裁断工
324060,电工器材检验工
324059,电器产品检验工
324045,电梯工
324057,机械产品检验工
324049,挤出工
324056,型砂工
324058,医疗器械检验工
324061,照明电器检验工
324054,注塑工
324070,小型家用电器装配工
324071,薄膜加热器制造工
324072,铅酸蓄电池制造工
324073,碱性蓄电池制造工
324074,原电池制造工
324075,热电池制造工
324076,太阳电池制造工
324078,电池试验工
324080,电池制造工
324081,空调机装配工
324082,电冰箱、电冰柜制造装配工
324083,洗衣机制造装配工
324084,缝纫机机头装配工
324085,缝纫机零件制造工
324086,轴承装配工
324087,泵站机电设备维修工
324088,低压电器及元件装配工
324089,电动装卸机械修理工
324090,电机嵌线工
324091,工程安装钳工
324092,机加生产线工
324093,机械冷加工人员
324094,装卸机械电器修理工
324095,模切工
324096,电机定子铁心压装工

（十六）交通运输设备制造
225001,飞机设计工程技术人员
225002,飞机制造工程技术人员
225003,飞机发动机设计工程技术人员
225004,飞机发动机制造工程技术人员
225005,航天工程技术人员
225006,船舶运用工程技术人员
225007,水上交通工程技术人员
225008,铁路车辆工程技术人员
225009,铁路电务工程技术人员
225010,船舶检验工程技术人员
225011,民用航空维修适航技术人员
225012,航行航空工程技术人员
225013,通用航空技术人员
325002,航空发动机装配工
325003,航空电气安装调试工
325004,航空仪表装配工
325005,航空装配平衡工
325006,空间环境模拟光学装测工
325007,空间环境模拟温度试验工
